,difference
37015227,
37015228,0.12686281092005203
37015229,0.2085544345555661
37015230,0.11346652564765236
37015231,0.12055908396054349
36972139,2.348441805566523
36972140,-1.3938056781626074e-05
36972141,2.3484002466959737
36972142,-8.453499560800992e-06
36972143,
37007978,-2.460807867748173
37007979,
37007980,-4.883665894794831e-06
37007981,-2.4608009651187217
37007451,-3.739320934044816
37007452,-3.7393165743930545
37007453,-6.432183355961367
37007454,-2.294148401539573
37007455,-7.181801580102842e-05
37007456,-2.2941330513639713
37007457,-2.29413114820618
37007458,
37007459,-3.739307712988344
37007460,-2.2941559153290108
37006410,-0.00015696580855362186
37006411,-2.7017851014256618
37006412,
37006413,-2.7017824103733865
37006414,-2.664220989462386
37006415,-2.6641542482288383
37010765,-9.592122054158381e-05
37010766,0.4682048826216949
37010767,
37010768,-2.8265908598756653
37010769,0.31095575391375263
37010770,0.4682236209370849
37010771,-2.505068927975948
37010772,0.47445289356832276
37010773,2.3019073979708473
37010774,2.301704894331639
37024468,
37024469,-1.9221632810970561
37021569,
37021570,1.6671181356121458
37021571,2.8090201071757868
37021572,2.719847837947709
37021573,1.4059612225826044
37021574,1.4059773780018094
37021575,-0.4447240251307907
37021576,-0.6805313715779562
37021577,1.6672712997576777
37011190,-2.82973040945933e-05
37011191,-7.454185867672436e-06
37011192,
36995196,
36995197,-8.31704455188099
36995198,2.1621965923337925
36995199,1.8616289894045686
36995200,-1.7119861394487152
36995201,-3.423598484536601
36995202,-4.504358906397222
36995203,-4.3147031576872195
36995204,1.9796842942158932
36995205,-3.112418895589247
37008628,-1.8205364621008702
37008630,-2.340893599036564
37008631,-2.3406559474164883
37008632,-5.998580973512103
37008633,-3.93745047158008
37008634,
37008635,-0.9191107799310672
36995527,-0.00010600497697055289
36995528,-0.8868022617744202
36995529,1.966579992688409
36995530,-17.282457135706608
36995531,-4.917165646875517
36995532,
36995533,1.1563427437407938
36995534,-0.8868771537579789
36995535,-8.107404047817454
37016607,-0.00025192041954724687
37016608,1.5009448220446266
37016609,-0.00010590650322228612
37016610,-0.0003383931468796675
37016611,1.5207667607625623
37016612,1.3273457516964307
37016613,
37016614,1.3273228001818502
36970232,2.2692789300770357
36970233,1.6173957833566561
36970234,-2.562676380458491
36970235,1.6176651000762519
36970236,0.46388168129151097
36970237,-8.692102595650823
36970238,
36970239,-4.128759240001067
36970240,1.291148669682336
36970241,0.412636548489985
36976580,1.9341513968217328
36976581,1.9204932018282648
36976582,1.9275026339776957
36976583,
36976584,1.9238021369126557
36976585,-0.03068973591760482
36976586,1.8956548217357465
36976587,-0.03214029552566444
36976588,1.9199470003455303
36976589,-0.03173211056071068
36997593,-1.4239978779204066
36997594,-0.26861961100126663
36997595,-1.4274724349235868
36997596,-1.1939913537924696
36997597,-0.9183869712584158
36997598,-1.4242161186415139
36997599,
36997600,-2.0599630720632263
36969549,-0.002102649594206696
36969550,-1.1304970186176675
36969551,-1.1342457048714465
36969552,-1.1384665723429919
36969553,
36969554,-1.6424137868730355
36969555,0.7660359488834843
37014337,-0.13906070787600555
37014338,-0.11460501269581158
37014339,
37012088,-2.0743103732456802e-06
37012089,1.5030124370600788
37012090,1.5029292242136876
37012091,
37008572,
37008573,1.111237041129698
37008574,1.1042803733290043
37008575,0.3231682946818353
37008576,0.002876029406337466
37008577,-0.057649316436624076
37008578,0.3232139005217505
37008579,0.8318914997843478
36995986,-0.029530691862845515
36995987,
36995988,-0.8412187295597846
37008781,-3.4347516268789846
37008782,-3.43301838312221
37008783,-6.383096713417586
37008784,-1.09733970674597e-05
37008785,
37008786,-1.449242777340487e-05
37008787,-6.383452661586567
36974961,-0.009369302422868486
36974962,-0.009239296894151039
36974963,
37019688,
37019689,3.20944032478155
37019690,0.6389881308339627
37019691,0.4088468271346759
37019692,-1.0062975085124615
37019693,2.272825992823929
37019694,-0.5084255330872569
37019695,-0.1038661549119011
36971933,
36971934,-1.3285825937523015
36972611,-1.1978451115564805
36972612,
36972753,
36972754,-0.00031621137245352315
36972755,1.1969875919766118
36972756,-0.0003736775844949136
36972757,0.004950160686149729
36972758,-3.8173349701109736
36972759,1.3857179722400215
36972760,-3.817235485884371
36996475,0.45798717740754746
36996476,1.3942883517105376
36996477,0.05957078708201102
36996478,1.0651175212784807
36996479,
36996480,0.9980571309001043
36983997,-0.8925895733356555
36983998,
36983999,-0.19369937806098392
36984000,-1.697875424577397
36984001,-1.535202050234993
36984002,-0.8926544732498698
36996887,
36996888,-1.6532081291279326
36996889,2.2959003085131826
36996890,-0.2517839957862833
36996891,0.03756642617625516
36994613,-5.202816132088216
36994614,-1.9461200274650423
36994615,-9.669077283124736
36994616,-6.72051939130931
36994617,-0.0583231537030926
36994618,-8.172917799912057
36994619,
36975536,
36975537,-2.4619082871020126
36975538,-2.8215311884069223
36975539,-2.501050416090287
36975540,-0.3027280596832931
36975541,-2.6582830335815437
36975542,-4.5366618276697395
36975543,-3.5437549139839426
36975544,-1.7867796353427323
36998589,
36998590,-0.00010138365888590073
37016542,-1.4192986452807759
37016543,-1.155696679191525
37016544,
37016545,-1.4192461950559867
37016546,-0.10722099109914751
37016547,-0.633240979986855
37016548,-0.9141667263396549
37016549,-0.9489877561944162
37016550,-0.9141335161925745
37012971,-3.2741246049579686
37012972,0.28163510080901943
37012973,-3.6761880374607365
37012974,
37012975,-3.27412944935255
37012976,-3.5167044194195967
37012977,-0.9138675494645128
37012978,-6.033691502775074
37012979,-3.273211555858616
36999113,-5.323184521444091e-05
36999114,
36974246,
36974247,0.05484459993224533
36974248,-0.1309272673662889
36974249,-1.3002012062404162
36974250,-0.11471011099939687
36974251,-1.1311580584872871
36974252,2.2400491578134663
36974253,-0.08175467618527676
36974254,-1.1220857278434266
36974255,-0.08185229136630312
36962120,-1.381906288553619
36962121,2.539506965588475
36962122,3.9912308854556073
36962123,-3.119618620166152
36962124,1.3187053841422305
36962125,-3.8523781629280087
36962126,2.5362254741664163
36962127,2.604690735532385
36962128,
36962129,-0.5315632468360691
36994983,
36994984,-6.85758426257621e-05
36994985,-0.00042513699845869724
36994986,-7.240780321067479
36994987,-0.5976517222157973
36988439,-8.114971189047452
36988440,-6.061510975272142
36988441,
36988442,-1.9748056417713258
36988443,-4.666801855696804
36988444,-2.891280522395391
36988445,-9.048485788608417
36988446,-3.988444611670701
36988447,-5.244591188543353
36988448,-5.594016040017493
37016038,1.6866625287610475
37016039,-0.11405993092165545
37016040,-0.0872360387328115
37016041,
36985110,-2.9629427523758523
36985111,2.0378509980139796
36985112,-3.3707332629336406
36985113,
36985114,-0.17300156567605995
36976793,-1.7461769212612275
36976794,-1.4143866570430603
36976795,-0.4481014168720563
36976796,
36976797,-1.5689129540991935
36976798,-8.338409965494197
36976799,-1.568859478721727
37010757,0.2853508908205171
37010758,
37010759,-4.63783510298299e-05
37010760,0.2855983082993063
37010761,-0.0005004741245073774
37010762,0.2856439074233563
37010763,-0.0006479467856337351
37010764,0.2856538443016845
36971531,-0.10759832653108248
36971532,0.5225972069211551
36971533,-0.10826913693665574
36971534,-0.7387308000463122
36971535,0.5225850885506276
36971536,-1.9907614460218994
36971537,0.5224664718123435
36971538,-0.35650126107304914
36971539,-0.7391780988530812
36971540,
37013904,-0.46170642976806686
37013905,-0.7424397035545374
37013906,-0.825066091391732
37013907,0.17545972686212963
37013908,0.17733637339863506
37013909,
37013910,-0.7424761610011421
36996359,
36996360,1.69553490046372
36996361,1.695609050853804
36996362,3.3220322579255708
36974677,4.165450496923711
36974678,
36974679,1.7557289129571245
36974680,-1.9341613454238598
36974681,5.1056379188866
36974682,3.2300839763764486
36974683,9.23519838928641
36974684,1.7188070927769843
36974685,4.25406614444762
36974686,5.11488206256908
37014132,-2.22940125167851
37014133,0.37197361774802573
37014134,0.6788100232647096
37014135,0.8777061695242026
37014136,
37014137,0.3719015049761438
37014138,-4.928175522531689
37014139,0.371999464281096
37014140,-4.836197177561594
37014141,0.8776480781698552
36972982,
36972983,-9.451935035542647e-06
37015148,-2.827497411008949
37015149,-2.7535479630030864
37015150,-0.001055868228718282
37015151,
37015152,-2.752416540378931
37015153,-0.21652556566061776
37010897,
37010898,-0.2769674689207555
37010899,-6.3418629619461875
37010900,-6.33506556979073
37010901,-3.033907628236916
37010902,-3.0339503451917818
37010903,-3.038320244024531
37010904,-6.77576814592741
37010905,-5.885069847568815
37014322,-1.0791936792814312
37014323,-0.7410877916893099
37014324,-0.2501759041482927
37014325,-0.2500805710599252
37014326,-1.1388260270467043
37014327,
37014328,-1.0795755561092193
37014329,-1.0793960635836868
37014902,
37014903,-0.2503995797007974
37014904,-0.2507564587759248
37014905,-0.2042706139976076
37014906,-0.2488900630826265
37014907,-0.24891387756628092
37014908,-2.457935097927191
37014909,-0.03966303173871211
37014910,-2.4579396063504078
37014911,-0.2329225660822658
37008132,-0.5068992828310073
37008133,-1.0863905522997115
37008134,-0.5068130858411024
37008135,
37008136,-0.7197792676014316
37008137,-0.7196399599638212
37008138,-1.1621510736858909e-05
37008139,-1.6376792265188698
37010281,-0.00959906878313177
37010282,
37010283,0.450233372555207
37010284,-2.443321707679285
36999165,-0.19236349202362035
36999166,-0.19237860459481126
36999167,0.13126441768921637
36999168,-0.593165867279577
36999169,-0.5931924788910692
36999170,-0.752230268994289
36999171,0.13127154416873665
36999172,
36991452,-2.1973660665071613
36991453,-2.189638264938477
36991454,-2.1972707845265376
36991455,-2.189616931362867
36991456,
36991457,2.1397596595582513
36991458,2.7586956105846134
36991459,1.0948779581753598
36991460,2.0548595330284556
36976488,-0.9120514492691854
36976489,-0.9120176732257192
36976490,-0.9120432091598758
36976491,
36997757,-2.2770138397021356e-05
36997758,0.386870913988167
36997759,-0.26669553379624134
36997760,-0.8998255617939517
36997761,0.387433802325992
36997762,-0.23098770276531866
36997763,
36997764,-0.12107616320652959
36963169,-4.8877487942814355
36963170,0.0942496066918892
36963171,
36963172,-1.5109506250993405
36963173,-5.92643300476918
36963174,-3.1387346277093116
36963175,-3.1640761029848647
36963176,0.953974693708588
36963177,-3.027028393655087
36963178,1.5698251110790125
36984347,-1.2723352073432181
36984348,-1.310615538640434
36984349,
36984350,-0.7333717617563593
36984351,-1.3136049754895396
37007901,-2.838280404917244
37007902,0.4423536618570658
37007903,-1.0175559581919922
37007904,2.9983150299030576
37007905,-0.16942930447696547
37007906,-0.0001891816507999522
37007907,1.3580885239689167
37007908,2.998685991635611
37007909,
37007910,-1.0177066178362626
37013487,-0.5674216500886331
37013488,-2.3970503958361746
37013489,1.5869065230961894
37013490,0.1354762896950632
37013491,
37013492,0.9628052035481289
37013493,0.7322701973815953
37013494,0.9628234053253095
37013495,1.5868056555016068
37013671,-0.528456044734753
37013672,
37013673,-0.33076844096513014
37013674,-0.733741157682573
37013675,-0.7339470462137285
37013676,-0.46597328944841365
37013677,-2.0078357436488545
37013678,-0.3308032475160587
37013679,-0.4659862370369581
37013680,-1.926746553559525
37016070,-0.13019127592218638
37016071,-0.1301502463916222
37016072,
37016073,-1.5933045011316267
36994548,0.10626920971000686
36994549,
36994550,0.03958100419433208
36994551,0.17327014509331207
36994552,-5.882733978523902e-05
36994553,-0.00011634256122761144
36994554,-0.00135245499458847
36994555,0.1731225530532754
37011518,1.226110479284472
37011519,-0.36226038758252344
37011520,0.36276331770729087
37011521,0.9355209092620385
37011522,-1.7030511467478249
37011523,
37011524,-0.29973047957480503
37011525,-0.5119040960278625
36968375,0.8861112590640481
36968376,-0.6749167254730715
36968377,
36968378,1.1936436351711954
36968379,-0.6748516623444623
36968380,-1.0649695559330468
37008460,-1.5842247792781023
37008461,
37008462,-4.898950383073981
37008463,-12.751526964981593
37008464,-1.5841599984530461
37008465,-2.2580580298875788
37008466,-12.523932432617428
37008467,-0.6424412980840373
37008468,-2.258361776396413
37008469,-12.52382064235998
37009411,1.8032402475576834
37009412,-0.49619502801231974
37009413,1.75519962409858
37009414,0.19797138396440417
37009415,-0.15183186032008145
37009416,-0.12170988810155237
37009417,0.2225126221157918
37009418,1.7980829376835317
37009419,
37009420,0.2504961323244892
36974313,0.7531785171835743
36974314,
36974315,0.7533713547995369
37015785,-0.006018887797900163
37015786,
37015787,-1.1452097009176256
37015788,-0.0011383008674847872
36971543,-1.9223855570065158
36971544,-1.9223272734473644
36971545,0.11185660853239243
36971546,
36971547,-5.569534643520897
36971548,-2.6901465768496626
36971549,-5.267586141237628
36971550,-0.49638651899476494
37011499,-0.001109094479360806
37011500,-0.0009615817147405892
37011501,0.23995727669665
37011502,0.24003189996577134
37011503,-3.588323753875507
37011504,-0.0012070068562621827
37011505,-7.700548174908562
37011506,-7.7002333727457355
37011507,
36990406,-1.9091363686615637
36990407,-2.8985081484743915
36990408,
36990409,-1.4240341129340237
36990410,-2.811877251456579
36990411,0.14183462605589625
36990412,-0.8046706654227549
36990413,-2.226212564570183
37012435,-1.483836570189922
37012436,-3.5416167245779064
37012437,-3.120301582823643
37012438,-0.09336509701203966
37012439,
37012440,0.6227844599166872
37012441,-1.4397082664689833
37012442,-6.544062628998958
37012443,-0.5057304642122489
37012444,-3.3098812469525285
36990593,-2.6812527823846324
36990594,-4.389499019062043
36990595,-2.7810115129443886
36990596,-1.287772521020912
36990597,-5.1717754079934934
36990598,-0.5384593097661536
36990599,-1.0629619814647242
36990600,-0.9046152341414029
36990601,
36965536,-0.5930727856631854
36965537,-1.210006347375316
36965538,-1.20137496103343
36965539,-2.725566994732887
36965540,-1.4637950796413577
36965541,-3.28951929770588
36965542,-5.605627691807058e-06
36965543,-2.567343328145533
36965544,-2.6168248047948737
36965545,
36969355,-0.6898134428287506
36969356,0.8329877380925739
36969357,
36972423,3.5416737826870985
36972424,6.264606376020765
36972425,-2.830065193731457
36972426,6.374462569391824
36972427,-2.8329293343837207
36972428,-1.7179901271145468
36972429,-4.469980155909241
36972430,4.272694057295496
36972431,
36972432,-1.5530408951613595
36981475,-5.338286749808191
36981476,0.0816054239798234
36981477,-5.338508309005761
36981478,-2.5104372582422343
36981479,-1.4982478264477948
36981480,
36981481,-6.041158315051263
36981482,-0.5043436373902352
36981483,-2.6887486860444483
37018265,-0.00059156329277954
37018266,3.417012921181673
37018267,6.85543634167805
37018268,7.12158930600058
37018269,
37018270,4.219981935015525
37018271,6.85566338706348
37018272,-0.0018479761184764243
37018273,3.560984339007298
37018274,4.219913006317363
36996825,
36996826,0.6032355051303426
36996827,-1.680128659972432
36996828,-3.821417154999203
